PCPT,MAX_T,MIN_T,AVG_T,SMOKE,PM10,AQI,SO2,O3,City,DATE,AQI_BUCKET,,
0,85,71,78,0,,20,,,Davis Island,12/18/2021,GOOD,,
0,80,59,69.5,0,20.5,21,38,28,Davis Island,2/1/2011,GOOD,,
0,92,82,87,0,23,21,4,64,Davis Island,7/14/2011,GOOD,,
0.45,91,79,85,0,21.1,21,1,48,Davis Island,8/8/2011,GOOD,,
0.04,77,51,64,0,18.1,21,8,31,Davis Island,12/7/2011,GOOD,,
0,81,68,74.5,0,21.7,21,3,38,Davis Island,3/1/2012,GOOD,,
0,89,79,84,1,18.8,21,7,29,Davis Island,5/31/2012,GOOD,,
2.2,83,72,77.5,0,17.3,21,18,53,Davis Island,6/7/2012,GOOD,,
0,87,76,81.5,1,12.5,21,6,51,Davis Island,6/30/2012,GOOD,,
0.43,92,76,84,0,22.7,21,2,43,Davis Island,8/6/2012,GOOD,,
0.03,88,77,82.5,0,14.3,21,6,23,Davis Island,8/17/2012,GOOD,,
2.53,89,73,81,0,14.3,21,3,28,Davis Island,9/6/2012,GOOD,,
0,89,75,82,0,19.8,21,6,61,Davis Island,9/15/2012,GOOD,,
0,89,76,82.5,0,26.2,21,3,39,Davis Island,9/30/2012,GOOD,,
0.73,82,74,78,0,26.2,21,6,52,Davis Island,10/3/2012,GOOD,,
0,73,61,67,0,14.7,21,5,43,Davis Island,11/15/2012,GOOD,,
0,78,59,68.5,0,16.6,21,4,44,Davis Island,11/17/2012,GOOD,,
0,91,75,83,0,18.6,21,22,80,Davis Island,5/31/2013,GOOD,,
0,86,76,81,0,21.7,21,6,29,Davis Island,6/7/2013,GOOD,,
0.45,90,74,82,0,19.7,21,2,35,Davis Island,6/26/2013,GOOD,,
0,86,67,76.5,0,15.6,21,5,39,Davis Island,10/30/2013,GOOD,,
0,84,68,76,0,12.2,21,7,27,Davis Island,11/7/2013,GOOD,,
0,76,48,62,0,14.6,21,6,47,Davis Island,12/19/2013,GOOD,,
0,84,68,76,0,20.3,21,5,62,Davis Island,12/21/2013,GOOD,,
0,81,64,72.5,0,16.5,21,1,45,Davis Island,2/4/2014,GOOD,,
0,91,78,84.5,0,13.7,21,7,42,Davis Island,8/9/2014,GOOD,,
0.24,88,72,80,0,14.7,21,5,51,Davis Island,9/26/2014,GOOD,,
1.44,90,74,82,1,16.3,21,6,47,Davis Island,9/28/2014,GOOD,,
0,85,65,75,0,19.5,21,2,68,Davis Island,3/3/2015,GOOD,,
0,82,67,74.5,0,18.7,21,7,54,Davis Island,4/4/2015,GOOD,,
0.01,89,81,85,1,8.3,21,3,37,Davis Island,7/21/2015,GOOD,,
0,89,69,79,0,34.5,21,1,50,Davis Island,10/31/2015,GOOD,,
0,79,72,75.5,0,23.7,21,3,41,Davis Island,12/15/2015,GOOD,,
0.77,89,76,82.5,0,41.2,21,1,63,Davis Island,6/5/2016,GOOD,,
0.06,94,78,86,0,19,21,1,36,Davis Island,8/27/2016,GOOD,,
0.02,89,74,81.5,0,24.2,21,4,34,Davis Island,10/1/2016,GOOD,,
,89,75,82,0,27.5,21,2,38,Davis Island,6/15/2017,GOOD,,
0.02,91,79,85,0,21.2,21,1,50,Davis Island,6/24/2017,GOOD,,
0,92,80,86,1,27.4,21,5,64,Davis Island,6/25/2017,GOOD,,
,92,80,86,0,27.9,21,8,52,Davis Island,7/3/2017,GOOD,,
0.72,84,75,79.5,0,22.9,21,3,47,Davis Island,7/31/2017,GOOD,,
0.03,95,79,87,0,14,21,3,26,Davis Island,8/11/2017,GOOD,,
0.02,89,80,84.5,0,15.6,21,3,43,Davis Island,8/13/2017,GOOD,,
0,87,77,82,0,16.4,21,1,40,Davis Island,9/3/2017,GOOD,,
0.02,85,75,80,1,13.5,21,6,36,Davis Island,10/5/2017,GOOD,,
0,78,60,69,0,17.7,21,,26,Davis Island,12/27/2017,GOOD,,
0,86,74,80,0,22.6,21,,49,Davis Island,5/12/2018,GOOD,,
0.06,87,72,79.5,0,20.9,21,,46,Davis Island,5/19/2018,GOOD,,
0.19,91,80,85.5,0,19,21,,31,Davis Island,7/17/2018,GOOD,,
0.05,89,76,82.5,0,16.2,21,,35,Davis Island,7/31/2018,GOOD,,
2.17,94,76,85,1,25,21,,36,Davis Island,8/31/2018,GOOD,,
0,83,68,75.5,0,17.9,21,,61,Davis Island,12/1/2018,GOOD,,
0,76,61,68.5,0,7.7,21,,27,Davis Island,2/16/2019,GOOD,,
0,82,71,76.5,0,8.1,21,,31,Davis Island,2/18/2019,GOOD,,
0,82,69,75.5,0,29.7,21,,35,Davis Island,2/21/2019,GOOD,,
0,85,68,76.5,0,12.2,21,,46,Davis Island,4/11/2019,GOOD,,
0,84,60,72,0,27.7,21,,35,Davis Island,4/16/2019,GOOD,,
0,86,64,75,0,23.3,21,,40,Davis Island,4/17/2019,GOOD,,
1.39,90,73,81.5,0,23.7,21,,23,Davis Island,5/2/2019,GOOD,,
0.16,90,74,82,0,20.4,21,,46,Davis Island,6/17/2019,GOOD,,
0.25,85,77,81,0,28.3,21,,37,Davis Island,7/24/2019,GOOD,,
0.53,92,76,84,1,16.6,21,,47,Davis Island,8/7/2019,GOOD,,
0,96,79,87.5,0,16.9,21,,34,Davis Island,8/29/2019,GOOD,,
0,92,73,82.5,0,41.8,21,,34,Davis Island,10/3/2019,GOOD,,
0,88,75,81.5,0,17,21,,51,Davis Island,10/20/2019,GOOD,,
0,85,67,76,0,14.9,21,,34,Davis Island,10/23/2019,GOOD,,
0.01,82,64,73,0,19.7,21,,56,Davis Island,11/12/2019,GOOD,,
0,86,66,76,0,15.7,21,,31,Davis Island,4/7/2020,GOOD,,
0.02,91,75,83,0,24.7,21,,37,Davis Island,5/30/2020,GOOD,,
0.29,91,76,83.5,0,28.5,21,,53,Davis Island,7/5/2020,GOOD,,
0,94,82,88,0,38.6,21,,38,Davis Island,7/13/2020,GOOD,,
0,98,81,89.5,1,32.9,21,,35,Davis Island,8/1/2020,GOOD,,
2.4,91,74,82.5,1,21.9,21,,49,Davis Island,8/20/2020,GOOD,,
0.02,91,78,84.5,0,26.6,21,,69,Davis Island,9/26/2020,GOOD,,
0.23,77,72,74.5,1,14.4,21,,52,Davis Island,10/4/2020,GOOD,,
0.02,84,74,79,0,34,21,,34,Davis Island,11/8/2020,GOOD,,
,78,59,68.5,0,17.3,21,,22,Davis Island,12/12/2020,GOOD,,
0,77,63,70,0,20.5,21,,22,Davis Island,1/25/2021,GOOD,,
0.75,79,67,73,0,11,21,,42,Davis Island,2/13/2021,GOOD,,
0,83,63,73,0,12,21,,31,Davis Island,2/26/2021,GOOD,,
0,80,60,70,0,,21,,51,Davis Island,3/24/2021,GOOD,,
0,88,67,77.5,0,,21,,43,Davis Island,5/8/2021,GOOD,,
0.56,91,78,84.5,0,,21,,,Davis Island,6/14/2021,GOOD,,
0,90,82,86,0,,21,,,Davis Island,6/20/2021,GOOD,,
0.18,95,78,86.5,0,,21,,,Davis Island,7/5/2021,GOOD,,
0.01,87,78,82.5,0,,21,,,Davis Island,9/18/2021,GOOD,,
0,90,79,84.5,0,,21,,,Davis Island,10/6/2021,GOOD,,
0,93,81,87,1,19.1,22,14,38,Davis Island,8/6/2011,GOOD,,
0.09,91,79,85,0,31.3,22,10,35,Davis Island,9/5/2011,GOOD,,
0,87,70,78.5,0,26,22,7,43,Davis Island,10/16/2011,GOOD,,
0,78,57,67.5,0,25.7,22,1,45,Davis Island,12/9/2011,GOOD,,
0,83,67,75,0,19.4,22,4,43,Davis Island,2/29/2012,GOOD,,
1.53,83,73,78,0,13.2,22,5,48,Davis Island,6/8/2012,GOOD,,
0.15,91,74,82.5,0,22.7,22,8,22,Davis Island,7/10/2012,GOOD,,
0,90,78,84,0,14.9,22,6,29,Davis Island,7/28/2012,GOOD,,
0.05,90,78,84,0,24.5,22,2,54,Davis Island,8/5/2012,GOOD,,
0,88,77,82.5,0,22,22,4,25,Davis Island,8/11/2012,GOOD,,
0,77,62,69.5,0,24.7,22,2,50,Davis Island,12/9/2012,GOOD,,
0.05,77,61,69,0,34,22,7,41,Davis Island,1/6/2013,GOOD,,
0.06,66,59,62.5,0,30.3,22,2,45,Davis Island,1/7/2013,GOOD,,
0,90,75,82.5,0,9,22,3,40,Davis Island,5/30/2013,GOOD,,
0.08,86,76,81,0,15.2,22,3,45,Davis Island,6/5/2013,GOOD,,
3.31,81,74,77.5,0,21.8,22,10,30,Davis Island,6/6/2013,GOOD,,
0.01,90,80,85,0,16.5,22,3,61,Davis Island,6/28/2013,GOOD,,
0.01,78,66,72,0,10.1,22,3,34,Davis Island,11/12/2013,GOOD,,
0.02,70,60,65,0,12,22,6,33,Davis Island,12/27/2013,GOOD,,
0,49,33,41,0,23,22,3,35,Davis Island,1/7/2014,GOOD,,
0,89,75,82,0,41.5,22,10,45,Davis Island,6/9/2014,GOOD,,
0.38,88,73,80.5,0,27.2,22,2,32,Davis Island,6/11/2014,GOOD,,
0.08,83,71,77,1,14.7,22,2,50,Davis Island,9/20/2014,GOOD,,
1.46,90,73,81.5,0,5.7,22,6,40,Davis Island,9/27/2014,GOOD,,
0,81,57,69,0,21.7,22,3,43,Davis Island,11/16/2014,GOOD,,
0.04,76,62,69,0,27.2,22,2,36,Davis Island,11/22/2014,GOOD,,
0,81,66,73.5,1,16.5,22,3,37,Davis Island,12/5/2014,GOOD,,
0,83,71,77,0,18,22,3,29,Davis Island,1/3/2015,GOOD,,
0.02,90,76,83,0,17.2,22,0,44,Davis Island,7/30/2015,GOOD,,
0.1,92,76,84,1,23.3,22,1,23,Davis Island,9/15/2015,GOOD,,
0,90,77,83.5,0,16.8,22,6,39,Davis Island,8/3/2016,GOOD,,
0,89,79,84,0,22.1,22,0,55,Davis Island,8/5/2016,GOOD,,
0,80,68,74,0,14.1,22,1,47,Davis Island,12/12/2016,GOOD,,
0,81,59,70,0,34.6,22,4,40,Davis Island,1/1/2017,GOOD,,
0,88,67,77.5,0,13.9,22,4,37,Davis Island,5/26/2017,GOOD,,
0,89,72,80.5,1,29.6,22,2,34,Davis Island,6/9/2017,GOOD,,
,92,76,84,0,13.2,22,1,50,Davis Island,6/18/2017,GOOD,,
0.29,86,77,81.5,0,22.3,22,1,50,Davis Island,6/19/2017,GOOD,,
0.65,95,76,85.5,0,23.9,22,1,34,Davis Island,6/22/2017,GOOD,,
0.01,92,79,85.5,0,22.7,22,4,48,Davis Island,7/2/2017,GOOD,,
,93,82,87.5,0,19.1,22,3,28,Davis Island,8/14/2017,GOOD,,
0,83,67,75,0,18.2,22,1,42,Davis Island,11/8/2017,GOOD,,
0,76,53,64.5,0,7.1,22,,34,Davis Island,3/17/2018,GOOD,,
0,85,76,80.5,1,25.6,22,,52,Davis Island,5/29/2018,GOOD,,
0.06,91,74,82.5,0,14.8,22,,40,Davis Island,10/7/2018,GOOD,,
0.18,92,76,84,0,24.5,22,,39,Davis Island,10/9/2018,GOOD,,
0.1,90,72,81,0,34.5,22,,41,Davis Island,10/14/2018,GOOD,,
0.23,80,68,74,0,14.8,22,,41,Davis Island,11/2/2018,GOOD,,
0,76,58,67,0,20.8,22,,32,Davis Island,12/26/2018,GOOD,,
0,80,63,71.5,0,24.3,22,,34,Davis Island,12/27/2018,GOOD,,
0,80,64,72,0,25.9,22,,29,Davis Island,1/1/2019,GOOD,,
0,85,66,75.5,0,16.9,22,,34,Davis Island,2/19/2019,GOOD,,
0.01,89,74,81.5,0,30.1,22,,29,Davis Island,5/10/2019,GOOD,,
0,93,73,83,0,14.2,22,,47,Davis Island,5/30/2019,GOOD,,
0,95,79,87,0,28.5,22,,35,Davis Island,6/4/2019,GOOD,,
,91,80,85.5,1,17.7,22,,44,Davis Island,8/5/2019,GOOD,,
,93,78,85.5,0,17.5,22,,38,Davis Island,8/31/2019,GOOD,,
0,93,79,86,0,14.9,22,,33,Davis Island,9/13/2019,GOOD,,
0.02,73,62,67.5,0,14.8,22,,53,Davis Island,11/15/2019,GOOD,,
0,82,61,71.5,1,15.8,22,,30,Davis Island,2/10/2020,GOOD,,
,92,73,82.5,0,45.9,22,,42,Davis Island,5/22/2020,GOOD,,
0,93,75,84,0,21.9,22,,28,Davis Island,5/31/2020,GOOD,,
0,94,80,87,0,28.9,22,,25,Davis Island,7/31/2020,GOOD,,
0,94,79,86.5,1,33.1,22,,29,Davis Island,8/13/2020,GOOD,,
0.01,89,78,83.5,0,17.9,22,,48,Davis Island,8/17/2020,GOOD,,
3.15,88,71,79.5,0,13,22,,36,Davis Island,8/30/2020,GOOD,,
0,87,72,79.5,0,51.7,22,,51,Davis Island,9/22/2020,GOOD,,
0,92,73,82.5,0,19.2,22,,24,Davis Island,10/18/2020,GOOD,,
0.06,76,64,70,1,27.6,22,,24,Davis Island,12/14/2020,GOOD,,
,81,64,72.5,0,10.3,22,,29,Davis Island,2/11/2021,GOOD,,
0.04,70,58,64,0,19.7,22,,38,Davis Island,2/16/2021,GOOD,,
0,85,70,77.5,0,26.9,22,,26,Davis Island,2/27/2021,GOOD,,
0,86,72,79,0,,22,,39,Davis Island,3/26/2021,GOOD,,
2.02,76,64,70,0,,22,,32,Davis Island,4/11/2021,GOOD,,
0,82,72,77,0,,22,,34,Davis Island,4/16/2021,GOOD,,
0,92,78,85,0,,22,,36,Davis Island,6/10/2021,GOOD,,
0.17,88,76,82,1,,22,,,Davis Island,6/23/2021,GOOD,,
,93,78,85.5,0,,22,,,Davis Island,7/10/2021,GOOD,,
0.5,91,79,85,0,,22,,,Davis Island,7/19/2021,GOOD,,
0.29,93,81,87,0,,22,,,Davis Island,7/31/2021,GOOD,,
0.73,90,80,85,0,,22,,,Davis Island,8/2/2021,GOOD,,
0.82,86,77,81.5,0,,22,,,Davis Island,8/3/2021,GOOD,,
0.15,91,76,83.5,0,,22,,,Davis Island,8/14/2021,GOOD,,
0.19,92,76,84,0,,22,,,Davis Island,8/26/2021,GOOD,,
0,82,69,75.5,0,,22,,,Davis Island,12/10/2021,GOOD,,
0,64,48,56,0,8.1,23,11,36,Davis Island,1/11/2011,GOOD,,
0,76,64,70,0,25.1,23,3,21,Davis Island,2/3/2011,GOOD,,
0,90,75,82.5,0,23.4,23,5,28,Davis Island,4/27/2011,GOOD,,
0,92,79,85.5,0,13.3,23,10,34,Davis Island,6/18/2011,GOOD,,
0.09,94,83,88.5,0,14.4,23,16,49,Davis Island,8/7/2011,GOOD,,
0.05,88,77,82.5,0,19.2,23,9,19,Davis Island,8/30/2011,GOOD,,
0.14,87,74,80.5,0,16.2,23,8,66,Davis Island,9/9/2011,GOOD,,
0,83,70,76.5,0,22.5,23,3,39,Davis Island,11/22/2011,GOOD,,
1.22,71,67,69,0,17.5,23,7,34,Davis Island,2/17/2012,GOOD,,
0,88,71,79.5,0,33.1,23,11,83,Davis Island,6/19/2012,GOOD,,
0,89,77,83,0,9.7,23,10,48,Davis Island,7/1/2012,GOOD,,
1.27,83,73,78,0,24.2,23,5,20,Davis Island,8/18/2012,GOOD,,
0.01,89,80,84.5,0,18.8,23,2,28,Davis Island,8/28/2012,GOOD,,
0.02,85,77,81,0,20.7,23,2,48,Davis Island,10/2/2012,GOOD,,
0,82,66,74,0,14.4,23,2,53,Davis Island,11/13/2012,GOOD,,
0,73,59,66,0,27.1,23,3,43,Davis Island,11/18/2012,GOOD,,
0,84,62,73,1,14.1,23,2,40,Davis Island,1/8/2013,GOOD,,
0,79,60,69.5,0,23.8,23,3,44,Davis Island,2/21/2013,GOOD,,
0,82,65,73.5,0,16.8,23,2,52,Davis Island,2/22/2013,GOOD,,
0,80,68,74,0,15.9,23,10,51,Davis Island,2/23/2013,GOOD,,
0,87,65,76,0,16.4,23,4,41,Davis Island,4/10/2013,GOOD,,
0,89,69,79,0,21.5,23,3,43,Davis Island,4/17/2013,GOOD,,
0,91,67,79,0,14.8,23,2,28,Davis Island,5/27/2013,GOOD,,
0.12,85,75,80,0,18.6,23,2,48,Davis Island,6/4/2013,GOOD,,
0,91,77,84,0,16.5,23,8,26,Davis Island,6/17/2013,GOOD,,
0.33,88,76,82,0,14.7,23,3,57,Davis Island,8/1/2013,GOOD,,
0,91,75,83,0,19,23,3,62,Davis Island,8/27/2013,GOOD,,
0,86,76,81,0,26.7,23,5,28,Davis Island,10/20/2013,GOOD,,
0,83,65,74,0,9.7,23,2,27,Davis Island,11/10/2013,GOOD,,
0,84,67,75.5,0,13.7,23,3,25,Davis Island,12/6/2013,GOOD,,
0,72,54,63,0,21.7,23,4,40,Davis Island,12/12/2013,GOOD,,
0.15,71,55,63,0,32.1,23,5,59,Davis Island,1/9/2014,GOOD,,
0,92,78,85,0,17,23,3,52,Davis Island,8/8/2014,GOOD,,
0.64,71,64,67.5,0,30.5,23,2,40,Davis Island,12/30/2014,GOOD,,
0,74,59,66.5,0,15.2,23,1,31,Davis Island,1/1/2015,GOOD,,
0,78,58,68,0,27.1,23,3,62,Davis Island,2/22/2015,GOOD,,
0.03,70,55,62.5,0,19.7,23,15,63,Davis Island,2/26/2015,GOOD,,
0,80,68,74,0,21.5,23,1,50,Davis Island,3/2/2015,GOOD,,
0.09,88,73,80.5,0,16.9,23,4,36,Davis Island,3/12/2015,GOOD,,
0,89,73,81,0,12.9,23,1,29,Davis Island,6/8/2015,GOOD,,
0.17,91,75,83,0,12.6,23,2,35,Davis Island,9/26/2015,GOOD,,
0,84,69,76.5,0,16.1,23,6,36,Davis Island,10/30/2015,GOOD,,
0,88,76,82,0,36.5,23,0,46,Davis Island,11/3/2015,GOOD,,
0,84,72,78,0,13.7,23,1,74,Davis Island,12/30/2015,GOOD,,
0,83,73,78,0,17.5,23,1,60,Davis Island,12/31/2015,GOOD,,
0.01,77,52,64.5,0,17,23,3,59,Davis Island,1/26/2016,GOOD,,
,90,79,84.5,0,19.9,23,1,50,Davis Island,6/29/2016,GOOD,,
0.39,95,77,86,0,22.3,23,1,53,Davis Island,8/26/2016,GOOD,,
,93,78,85.5,0,17.8,23,3,35,Davis Island,9/12/2016,GOOD,,
0,73,50,61.5,0,23.8,23,1,41,Davis Island,12/10/2016,GOOD,,
0,83,66,74.5,0,17.2,23,2,34,Davis Island,12/17/2016,GOOD,,
0,96,75,85.5,0,23.9,23,2,33,Davis Island,4/29/2017,GOOD,,
0,89,77,83,0,16.9,23,2,39,Davis Island,5/21/2017,GOOD,,
0.39,89,77,83,0,22.4,23,1,41,Davis Island,7/21/2017,GOOD,,
,91,77,84,0,16.3,23,5,27,Davis Island,9/29/2017,GOOD,,
0.01,86,74,80,0,15.7,23,3,32,Davis Island,10/3/2017,GOOD,,
0,81,66,73.5,1,18.2,23,,56,Davis Island,12/6/2017,GOOD,,
0,82,65,73.5,0,16.1,23,,36,Davis Island,12/19/2017,GOOD,,
0,79,63,71,0,19.4,23,,38,Davis Island,12/24/2017,GOOD,,
0.01,78,64,71,0,20.9,23,,46,Davis Island,1/11/2018,GOOD,,
0,83,58,70.5,0,20.3,23,,31,Davis Island,2/6/2018,GOOD,,
0,82,66,74,0,16.9,23,,53,Davis Island,2/8/2018,GOOD,,
0,86,63,74.5,0,23.1,23,,41,Davis Island,2/9/2018,GOOD,,
,87,72,79.5,0,19.9,23,,34,Davis Island,5/18/2018,GOOD,,
1.09,76,71,73.5,1,5.2,23,,33,Davis Island,5/20/2018,GOOD,,
0.53,80,71,75.5,0,31.9,23,,34,Davis Island,5/26/2018,GOOD,,
0,88,76,82,0,25.6,23,,43,Davis Island,6/1/2018,GOOD,,
,89,78,83.5,1,20.4,23,,29,Davis Island,7/29/2018,GOOD,,
0.19,89,77,83,1,18.1,23,,35,Davis Island,7/30/2018,GOOD,,
1.38,91,73,82,0,25.2,23,,49,Davis Island,8/29/2018,GOOD,,
0.04,94,78,86,0,22.2,23,,44,Davis Island,9/28/2018,GOOD,,
0.01,86,71,78.5,0,17.6,23,,35,Davis Island,11/12/2018,GOOD,,
0,81,67,74,0,15.7,23,,26,Davis Island,11/24/2018,GOOD,,
0,77,56,66.5,0,24.7,23,,34,Davis Island,3/8/2019,GOOD,,
0,81,70,75.5,0,32,23,,51,Davis Island,3/10/2019,GOOD,,
0,86,68,77,0,19.3,23,,77,Davis Island,4/6/2019,GOOD,,
2.13,85,71,78,0,27,23,,48,Davis Island,6/10/2019,GOOD,,
0.18,87,77,82,0,15.6,23,,31,Davis Island,7/8/2019,GOOD,,
0.03,91,74,82.5,0,12,23,,29,Davis Island,7/22/2019,GOOD,,
0.19,92,77,84.5,1,16.7,23,,41,Davis Island,8/6/2019,GOOD,,
2.59,88,76,82,0,30.5,23,,47,Davis Island,8/14/2019,GOOD,,
,92,78,85,0,20,23,,29,Davis Island,8/23/2019,GOOD,,
,92,71,81.5,0,21,23,,31,Davis Island,10/24/2019,GOOD,,
0.13,91,76,83.5,0,17.5,23,,42,Davis Island,10/25/2019,GOOD,,
0,88,77,82.5,0,16.2,23,,40,Davis Island,10/27/2019,GOOD,,
0,82,64,73,0,14.7,23,,25,Davis Island,12/10/2019,GOOD,,
0,91,77,84,0,30.9,23,,35,Davis Island,6/2/2020,GOOD,,
0.05,88,75,81.5,0,16.4,23,,48,Davis Island,8/22/2020,GOOD,,
0.66,86,76,81,1,13.9,23,,36,Davis Island,8/31/2020,GOOD,,
1.83,91,76,83.5,0,23.1,23,,42,Davis Island,9/9/2020,GOOD,,
0,90,75,82.5,0,21.5,23,,32,Davis Island,10/25/2020,GOOD,,
0.22,92,76,84,0,19.5,23,,43,Davis Island,10/26/2020,GOOD,,
0,76,61,68.5,0,22.6,23,,36,Davis Island,1/24/2021,GOOD,,
0.3,85,73,79,0,,23,,47,Davis Island,3/29/2021,GOOD,,
0,91,76,83.5,0,,23,,34,Davis Island,5/3/2021,GOOD,,
0.66,88,75,81.5,0,,23,,,Davis Island,7/6/2021,GOOD,,
0.15,92,78,85,1,,23,,,Davis Island,8/27/2021,GOOD,,
,93,78,85.5,0,,23,,,Davis Island,9/12/2021,GOOD,,
0.56,91,74,82.5,0,,23,,,Davis Island,9/14/2021,GOOD,,
0,86,69,77.5,0,,23,,,Davis Island,12/17/2021,GOOD,,
0.01,70,57,63.5,0,17.5,24,5,25,Davis Island,2/6/2011,GOOD,,
0.12,92,76,84,0,13.6,24,28,41,Davis Island,6/24/2011,GOOD,,
3.67,81,75,78,0,17.3,24,19,24,Davis Island,7/8/2011,GOOD,,
0.08,88,78,83,0,17.4,24,35,38,Davis Island,7/27/2011,GOOD,,
0,92,82,87,0,20.3,24,15,28,Davis Island,8/4/2011,GOOD,,
0,90,76,83,0,20.5,24,5,51,Davis Island,8/19/2011,GOOD,,
0,90,75,82.5,0,20.2,24,9,34,Davis Island,9/19/2011,GOOD,,
0,71,60,65.5,0,21.6,24,2,40,Davis Island,11/29/2011,GOOD,,
0,70,38,54,0,34.5,24,4,35,Davis Island,1/5/2012,GOOD,,
0.35,85,75,80,0,19.6,24,1,30,Davis Island,7/17/2012,GOOD,,
0,90,80,85,0,12.1,24,1,42,Davis Island,7/25/2012,GOOD,,
0,90,79,84.5,0,18.7,24,5,41,Davis Island,7/30/2012,GOOD,,
0,90,76,83,0,12.4,24,1,40,Davis Island,9/4/2012,GOOD,,
0.03,83,73,78,0,12.2,24,2,44,Davis Island,10/8/2012,GOOD,,
0,69,56,62.5,0,27.7,24,3,52,Davis Island,10/30/2012,GOOD,,
0,67,54,60.5,0,23.2,24,4,41,Davis Island,12/14/2012,GOOD,,
0.06,74,52,63,0,26.8,24,5,29,Davis Island,12/29/2012,GOOD,,
0.11,61,55,58,0,21.6,24,3,40,Davis Island,1/4/2013,GOOD,,
0,77,55,66,0,30.1,24,2,35,Davis Island,1/5/2013,GOOD,,
0,69,50,59.5,0,13.3,24,3,39,Davis Island,3/21/2013,GOOD,,
0,85,67,76,0,19.2,24,1,36,Davis Island,4/9/2013,GOOD,,
0,91,71,81,0,14.7,24,2,27,Davis Island,5/28/2013,GOOD,,
0,90,77,83.5,0,13.8,24,1,36,Davis Island,6/11/2013,GOOD,,
0.87,80,73,76.5,0,21.2,24,3,25,Davis Island,7/1/2013,GOOD,,
0.94,90,73,81.5,0,12.5,24,2,32,Davis Island,7/4/2013,GOOD,,
0.06,87,76,81.5,0,22,24,4,24,Davis Island,7/12/2013,GOOD,,
0,85,74,79.5,0,23.2,24,2,45,Davis Island,7/14/2013,GOOD,,
0.25,88,75,81.5,0,33,24,4,41,Davis Island,8/31/2013,GOOD,,
0.11,88,76,82,0,24.1,24,5,68,Davis Island,9/22/2013,GOOD,,
0,85,65,75,0,12.8,24,10,26,Davis Island,10/29/2013,GOOD,,
0,68,53,60.5,0,25.1,24,2,29,Davis Island,11/13/2013,GOOD,,
0,82,65,73.5,0,22.3,24,3,32,Davis Island,11/19/2013,GOOD,,
0,70,58,64,0,15.8,24,10,39,Davis Island,11/24/2013,GOOD,,
0,72,51,61.5,0,9.2,24,5,43,Davis Island,11/29/2013,GOOD,,
0,81,64,72.5,0,11,24,6,56,Davis Island,12/14/2013,GOOD,,
0,70,46,58,0,12.1,24,14,37,Davis Island,1/6/2014,GOOD,,
0,60,42,51,0,23.7,24,1,31,Davis Island,1/24/2014,GOOD,,
0,82,59,70.5,0,18.7,24,2,35,Davis Island,2/20/2014,GOOD,,
0,88,76,82,0,39.2,24,10,36,Davis Island,6/20/2014,GOOD,,
0.4,89,77,83,0,38.5,24,2,38,Davis Island,7/4/2014,GOOD,,
0,88,75,81.5,0,44.2,24,3,50,Davis Island,7/5/2014,GOOD,,
0,89,74,81.5,0,14.7,24,3,33,Davis Island,7/22/2014,GOOD,,
0,91,79,85,0,21.5,24,3,46,Davis Island,8/7/2014,GOOD,,
0.4,90,74,82,0,19.5,24,3,53,Davis Island,8/11/2014,GOOD,,
0,86,72,79,0,19,24,5,43,Davis Island,9/21/2014,GOOD,,
0.44,87,71,79,0,12.1,24,6,41,Davis Island,9/25/2014,GOOD,,
0,65,46,55.5,0,15.2,24,3,37,Davis Island,12/10/2014,GOOD,,
0.3,79,66,72.5,0,18,24,4,29,Davis Island,12/24/2014,GOOD,,
0,74,53,63.5,0,19.5,24,4,38,Davis Island,12/26/2014,GOOD,,
,79,62,70.5,1,16.9,24,3,26,Davis Island,1/2/2015,GOOD,,
0,70,50,60,1,28.2,24,13,38,Davis Island,1/20/2015,GOOD,,
0,71,48,59.5,0,20,24,4,36,Davis Island,2/7/2015,GOOD,,
0.02,82,66,74,1,27,24,2,57,Davis Island,3/1/2015,GOOD,,
0,91,75,83,1,11.9,24,2,63,Davis Island,7/8/2015,GOOD,,
0.04,91,76,83.5,0,23.8,24,0,32,Davis Island,9/6/2015,GOOD,,
0,88,77,82.5,0,42.6,24,1,52,Davis Island,11/2/2015,GOOD,,
,88,72,80,0,17.2,24,0,52,Davis Island,11/8/2015,GOOD,,
0.1,89,74,81.5,0,13.8,24,0,47,Davis Island,11/18/2015,GOOD,,
0,83,63,73,0,31.6,24,2,53,Davis Island,11/30/2015,GOOD,,
,85,66,75.5,0,21.7,24,5,66,Davis Island,12/13/2015,GOOD,,
0,68,49,58.5,0,11.7,24,0,65,Davis Island,1/5/2016,GOOD,,
0,72,56,64,0,13,24,1,46,Davis Island,1/7/2016,GOOD,,
0,73,53,63,0,19.3,24,1,67,Davis Island,1/31/2016,GOOD,,
0,85,70,77.5,0,16.1,24,2,61,Davis Island,3/26/2016,GOOD,,
0.4,87,73,80,0,14.1,24,0,30,Davis Island,5/17/2016,GOOD,,
0,92,79,85.5,1,26.4,24,1,42,Davis Island,7/1/2016,GOOD,,
0.3,90,77,83.5,0,19.6,24,13,40,Davis Island,7/2/2016,GOOD,,
1.91,88,75,81.5,0,26.2,24,2,50,Davis Island,8/4/2016,GOOD,,
,86,79,82.5,1,14.2,24,1,58,Davis Island,8/6/2016,GOOD,,
